Attribute,Time stamp,x,y,z
Acceleration,63156,0.123291015625,0.06304931640625,1.02801513671875
Acceleration,63160,0.12152099609375,0.0802001953125,1.03814697265625
Acceleration,63165,0.120849609375,0.09716796875,1.03619384765625
Acceleration,63170,0.1201171875,0.1064453125,1.03704833984375
Acceleration,63175,0.127197265625,0.103271484375,1.0291748046875
Acceleration,63181,0.12921142578125,0.09906005859375,1.01922607421875
Acceleration,63185,0.1282958984375,0.100830078125,1.01348876953125
Acceleration,63190,0.135498046875,0.10260009765625,1.0101318359375
Acceleration,63195,0.1407470703125,0.09844970703125,1.00140380859375
Acceleration,63200,0.14166259765625,0.09906005859375,0.9888916015625
Acceleration,63206,0.143310546875,0.1065673828125,0.96856689453125
Acceleration,63210,0.15411376953125,0.1015625,0.95562744140625
Acceleration,63214,0.17138671875,0.10015869140625,0.94549560546875
Acceleration,63220,0.19903564453125,0.098388671875,0.951904296875
Acceleration,63224,0.21807861328125,0.10260009765625,0.95123291015625
Acceleration,63231,0.2249755859375,0.09552001953125,0.9639892578125
Acceleration,63235,0.23358154296875,0.098388671875,0.97332763671875
Acceleration,63240,0.2406005859375,0.10870361328125,0.9765625
Acceleration,63245,0.2198486328125,0.10577392578125,0.990234375
Acceleration,63250,0.19659423828125,0.1031494140625,0.99169921875
Acceleration,63256,0.1663818359375,0.10711669921875,0.9949951171875
Acceleration,63260,0.14300537109375,0.11553955078125,0.9993896484375
Acceleration,63264,0.1319580078125,0.1136474609375,1.005126953125
Acceleration,63270,0.11920166015625,0.1168212890625,1.01409912109375
Acceleration,63274,0.09991455078125,0.12890625,1.0223388671875
Acceleration,63280,0.0714111328125,0.1431884765625,1.0313720703125
Acceleration,63284,0.0528564453125,0.1578369140625,1.03314208984375
Acceleration,63290,0.02630615234375,0.15972900390625,1.0244140625
Acceleration,63294,0.00836181640625,0.15740966796875,1.0130615234375
Acceleration,63300,-0.00457763671875,0.155029296875,0.99847412109375
Acceleration,63306,-0.015625,0.15911865234375,0.979736328125
Acceleration,63310,-0.013427734375,0.1505126953125,0.95928955078125
Acceleration,63315,0.00885009765625,0.13018798828125,0.952880859375
Acceleration,63320,0.0322265625,0.11474609375,0.94635009765625
Acceleration,63324,0.05047607421875,0.103759765625,0.9444580078125
Acceleration,63331,0.0731201171875,0.1044921875,0.94415283203125
Acceleration,63334,0.089599609375,0.10400390625,0.95635986328125
Acceleration,63340,0.10064697265625,0.0933837890625,0.9639892578125
Acceleration,63344,0.11407470703125,0.0821533203125,0.9627685546875
Acceleration,63350,0.119140625,0.08538818359375,0.9615478515625
Acceleration,63356,0.12860107421875,0.08544921875,0.961669921875
Acceleration,63360,0.13275146484375,0.08306884765625,0.96112060546875
Acceleration,63365,0.1312255859375,0.0733642578125,0.96343994140625
Acceleration,63370,0.14044189453125,0.07135009765625,0.9625244140625
Acceleration,63374,0.130859375,0.059814453125,0.965087890625
Acceleration,63381,0.12982177734375,0.05633544921875,0.96990966796875
Acceleration,63384,0.12530517578125,0.04693603515625,0.9765625
Acceleration,63390,0.118896484375,0.047607421875,0.97686767578125
Acceleration,63394,0.11273193359375,0.04840087890625,0.96014404296875
Acceleration,63400,0.10040283203125,0.044189453125,0.93817138671875
Acceleration,63406,0.07708740234375,0.04803466796875,0.92095947265625
Acceleration,63410,0.0614013671875,0.0570068359375,0.91253662109375
Acceleration,63414,0.049560546875,0.058349609375,0.89886474609375
Acceleration,63420,0.05029296875,0.0533447265625,0.90325927734375
Acceleration,63424,0.070556640625,0.0555419921875,0.89923095703125
Acceleration,63431,0.08526611328125,0.0606689453125,0.906982421875
Acceleration,63434,0.09521484375,0.06005859375,0.91339111328125
Acceleration,63440,0.10205078125,0.064697265625,0.91802978515625
Acceleration,63444,0.07720947265625,-0.02252197265625,0.968017578125
Acceleration,63450,0.014892578125,-0.0845947265625,1.12176513671875
Acceleration,63456,-0.03204345703125,-0.00323486328125,1.1337890625
Acceleration,63460,0.02099609375,0.11456298828125,1.16876220703125
Acceleration,63465,0.07940673828125,0.11138916015625,1.1524658203125
Acceleration,63470,0.10980224609375,0.06573486328125,1.07843017578125
Acceleration,63474,0.13568115234375,0.037841796875,1.05010986328125
Acceleration,63480,0.157470703125,0.05242919921875,0.90386962890625
Acceleration,63484,0.173583984375,0.061767578125,0.89544677734375
Acceleration,63490,0.12628173828125,0.05706787109375,0.93048095703125
Acceleration,63494,0.10498046875,0.060791015625,0.9066162109375
Acceleration,63499,0.117431640625,0.075439453125,0.87701416015625
Acceleration,63504,0.13201904296875,0.09375,0.85467529296875
Acceleration,63510,0.14056396484375,0.09588623046875,0.84716796875
Acceleration,63514,0.12774658203125,0.0909423828125,0.8822021484375
Acceleration,63520,0.097412109375,0.09869384765625,0.9163818359375
Acceleration,63524,0.06280517578125,0.12530517578125,0.90582275390625
Acceleration,63529,0.0413818359375,0.16693115234375,0.89703369140625
Acceleration,63534,0.021484375,0.1903076171875,0.9248046875
Acceleration,63540,0.00653076171875,0.172607421875,0.9488525390625
Acceleration,63544,-0.00079345703125,0.1396484375,0.97991943359375
Acceleration,63549,0.0384521484375,0.12127685546875,0.97552490234375
Acceleration,63554,0.03631591796875,0.10418701171875,0.99542236328125
Acceleration,63560,0.06634521484375,0.08447265625,0.9840087890625
Acceleration,63564,0.10235595703125,0.0810546875,0.948974609375
Acceleration,63569,0.1251220703125,0.07281494140625,0.92913818359375
Acceleration,63574,0.126220703125,0.052001953125,0.91644287109375
Acceleration,63579,0.132080078125,0.05316162109375,0.9278564453125
