Attribute,Time stamp,heading
Heading,388110,11.748977661132812
Heading,388115,11.7454833984375
Heading,388122,11.75018310546875
Heading,388125,11.763961791992188
Heading,388130,11.77557373046875
Heading,388135,11.7998046875
Heading,388140,11.826614379882812
Heading,388147,11.85498046875
Heading,388150,11.884674072265625
Heading,388155,11.879470825195312
Heading,388160,11.90447998046875
Heading,388165,11.926177978515625
Heading,388172,11.945602416992188
Heading,388175,11.962570190429688
Heading,388180,11.96917724609375
Heading,388185,11.976486206054688
Heading,388190,11.976669311523438
Heading,388197,11.9661865234375
Heading,388200,11.944854736328125
Heading,388205,11.915847778320312
Heading,388210,11.885879516601562
Heading,388215,11.860244750976562
Heading,388222,11.8438720703125
Heading,388225,11.838348388671875
Heading,388230,11.816818237304688
Heading,388234,11.8382568359375
Heading,388240,11.86785888671875
Heading,388247,11.897964477539062
Heading,388250,11.922744750976562
Heading,388255,11.927474975585938
Heading,388260,11.933609008789062
Heading,388265,11.930694580078125
Heading,388272,11.921768188476562
Heading,388275,11.90924072265625
Heading,388280,11.868072509765625
Heading,388284,11.857315063476562
Heading,388290,11.849456787109375
Heading,388297,11.845169067382812
Heading,388300,11.843063354492188
Heading,388304,11.840576171875
Heading,388310,11.874038696289062
Heading,388314,11.86737060546875
Heading,388320,11.859100341796875
Heading,388324,11.851058959960938
Heading,388330,11.8458251953125
Heading,388335,11.872711181640625
Heading,388340,11.878952026367188
Heading,388344,11.891937255859375
Heading,388352,11.910751342773438
Heading,388354,11.932571411132812
Heading,388360,11.929061889648438
Heading,388364,11.951095581054688
Heading,388370,11.970947265625
Heading,388377,11.98779296875
Heading,388380,12.002853393554688
Heading,388385,12.046340942382812
Heading,388390,12.061965942382812
Heading,388394,12.078964233398438
Heading,388400,12.095779418945312
Heading,388404,12.110336303710938
Heading,388410,12.109512329101562
Heading,388414,12.121444702148438
Heading,388420,12.130615234375
Heading,388424,12.131301879882812
Heading,388430,12.121627807617188
Heading,388435,12.073455810546875
Heading,388440,12.045608520507812
Heading,388445,12.00787353515625
Heading,388450,11.96112060546875
Heading,388454,11.906417846679688
Heading,388460,12.151412963867188
Heading,388464,12.064605712890625
Heading,388470,11.96142578125
Heading,388474,11.839096069335938
Heading,388480,11.693618774414062
Heading,388485,11.510330200195312
Heading,388490,11.314193725585938
Heading,388495,11.09686279296875
Heading,388500,10.858352661132812
Heading,388504,10.598373413085938
Heading,388510,10.397018432617188
Heading,388514,10.113616943359375
Heading,388520,9.8284912109375
Heading,388524,9.56732177734375
Heading,388530,9.362045288085938
Heading,388535,9.208984375
Heading,388540,9.076828002929688
Heading,388545,8.975921630859375
Heading,388550,8.913162231445312
Heading,388554,8.8868408203125
Heading,388560,8.814102172851562
Heading,388564,8.798736572265625
Heading,388570,8.773895263671875
Heading,388574,8.736587524414062
Heading,388580,8.680831909179688
Heading,388585,8.593292236328125
Heading,388590,8.45440673828125
Heading,388594,8.257110595703125
Heading,388600,8.0050048828125
Heading,388604,7.709259033203125
Heading,388610,7.2823028564453125
Heading,388614,6.942626953125
Heading,388619,6.636749267578125
Heading,388624,6.394378662109375
Heading,388630,6.2450408935546875
Heading,388635,6.248016357421875
Heading,388640,6.35552978515625
Heading,388644,6.59033203125
Heading,388650,6.937408447265625
Heading,388654,7.3617401123046875
Heading,388660,7.7536468505859375
Heading,388664,8.212142944335938
Heading,388669,8.639434814453125
Heading,388674,9.017425537109375
Heading,388679,9.33172607421875
Heading,388685,9.5430908203125
Heading,388689,9.714981079101562
Heading,388694,9.820663452148438
Heading,388699,9.86895751953125
Heading,388704,9.872238159179688
Heading,388710,10.090011596679688
Heading,388714,10.055099487304688
Heading,388719,10.027008056640625
Heading,388726,10.0140380859375
Heading,388730,10.016983032226562
Heading,388734,9.994277954101562
Heading,388739,10.013427734375
Heading,388744,10.02886962890625
Heading,388749,10.035079956054688
Heading,388754,10.0267333984375
Heading,388760,10.540115356445312
Heading,388764,10.503326416015625
Heading,388772,10.456573486328125
Heading,388774,10.399993896484375
Heading,388779,10.331558227539062
Heading,388784,10.279678344726562
Heading,388789,10.172332763671875
Heading,388796,10.041717529296875
Heading,388799,9.8988037109375
Heading,388804,9.987319946289062
Heading,388809,9.83319091796875
Heading,388814,9.670013427734375
Heading,388822,9.496490478515625
Heading,388824,9.318878173828125
Heading,388830,9.780380249023438
Heading,388834,9.609176635742188
Heading,388839,9.448562622070312
Heading,388846,9.301040649414062
Heading,388849,9.171173095703125
Heading,388854,9.131027221679688
Heading,388859,9.064712524414062
Heading,388864,9.034637451171875
Heading,388872,9.03485107421875
Heading,388874,9.048233032226562
Heading,388880,9.382827758789062
Heading,388884,9.37493896484375
Heading,388889,9.3409423828125
Heading,388896,9.2755126953125
Heading,388899,9.18133544921875
Heading,388904,9.5150146484375
Heading,388909,9.364974975585938
Heading,388914,9.196426391601562
Heading,388919,9.017868041992188
Heading,388924,8.83349609375
Heading,388930,9.037811279296875
Heading,388934,8.82452392578125
Heading,388940,8.585861206054688
Heading,388944,8.31048583984375
Heading,388949,8.012008666992188
Heading,388954,8.310317993164062
Heading,388959,8.037811279296875
Heading,388964,7.783599853515625
Heading,388969,7.5486602783203125
Heading,388974,7.33795166015625
Heading,388980,7.711761474609375
Heading,388984,7.5723419189453125
Heading,388990,7.4541473388671875
Heading,388994,7.322296142578125
Heading,388999,7.14892578125
Heading,389004,7.5078125
Heading,389009,7.201446533203125
Heading,389014,6.8079986572265625
Heading,389019,6.3389739990234375
Heading,389024,5.813934326171875
Heading,389030,5.7796630859375
Heading,389034,5.1862335205078125
Heading,389039,4.5655670166015625
Heading,389044,3.9113922119140625
Heading,389049,3.2220001220703125
Heading,389054,3.5468902587890625
Heading,389059,2.8547821044921875
Heading,389064,2.2055511474609375
Heading,389069,1.6348419189453125
Heading,389074,1.158172607421875
Heading,389080,1.73699951171875
Heading,389084,1.411895751953125
Heading,389089,1.1358489990234375
Heading,389094,0.882568359375
Heading,389099,0.619049072265625
Heading,389104,1.158538818359375
Heading,389109,0.805267333984375
Heading,389114,0.3976898193359375
Heading,389119,359.9520263671875
Heading,389124,359.4747009277344
Heading,389130,359.4837951660156
Heading,389134,358.918212890625
Heading,389139,358.33258056640625
Heading,389144,357.77490234375
Heading,389149,357.2467346191406
Heading,389154,357.0374450683594
Heading,389159,356.49365234375
Heading,389164,355.945556640625
Heading,389169,355.38818359375
Heading,389174,354.7598571777344
Heading,389179,354.639404296875
Heading,389184,353.7164306640625
Heading,389191,352.6338195800781
Heading,389194,351.3485107421875
Heading,389199,350.5470886230469
Heading,389204,348.71124267578125
Heading,389209,346.5056457519531
Heading,389216,343.9001770019531
Heading,389219,340.9605407714844
Heading,389224,337.740478515625
Heading,389229,334.2789001464844
Heading,389234,330.8831481933594
Heading,389239,327.6237487792969
Heading,389244,324.6051330566406
Heading,389250,322.4992370605469
Heading,389254,320.1363525390625
Heading,389259,317.9422912597656
Heading,389264,315.8607482910156
Heading,389269,313.7594299316406
Heading,389274,311.48876953125
Heading,389279,308.8492736816406
Heading,389284,305.9193420410156
Heading,389289,302.71722412109375
Heading,389294,299.28692626953125
Heading,389300,296.4056701660156
Heading,389304,292.38970947265625
Heading,389309,288.17803955078125
Heading,389314,284.0509033203125
Heading,389319,280.34246826171875
Heading,389324,277.502685546875
Heading,389329,274.96685791015625
Heading,389333,273.08355712890625
Heading,389339,271.77276611328125
Heading,389344,270.8915100097656
Heading,389349,270.38287353515625
Heading,389354,270.04180908203125
Heading,389359,269.78106689453125
Heading,389363,269.40338134765625
Heading,389369,268.832763671875
Heading,389374,268.1574401855469
Heading,389379,267.179443359375
Heading,389383,265.94183349609375
Heading,389391,264.46337890625
Heading,389394,262.811279296875
Heading,389399,261.62860107421875
Heading,389403,259.83599853515625
Heading,389409,258.0748291015625
Heading,389416,256.41229248046875
Heading,389419,254.86288452148438
Heading,389423,253.45228576660156
Heading,389429,252.32821655273438
Heading,389433,251.24716186523438
Heading,389441,250.33816528320312
Heading,389443,249.57540893554688
Heading,389449,249.01998901367188
Heading,389453,248.46705627441406
Heading,389459,247.98300170898438
Heading,389466,247.52439880371094
Heading,389469,247.05020141601562
Heading,389474,246.46295166015625
Heading,389479,245.91571044921875
Heading,389483,245.39581298828125
Heading,389491,244.95887756347656
Heading,389493,244.63433837890625
Heading,389499,244.5045166015625
Heading,389503,244.41146850585938
Heading,389509,244.3790740966797
Heading,389516,244.38768005371094
Heading,389519,244.42901611328125
Heading,389524,245.1435546875
Heading,389529,245.1729278564453
Heading,389533,245.1904296875
Heading,389541,245.17535400390625
Heading,389543,245.11575317382812
Heading,389549,245.13531494140625
Heading,389553,245.02182006835938
Heading,389559,244.92044067382812
Heading,389566,244.84487915039062
Heading,389569,244.83143615722656
Heading,389574,244.93728637695312
Heading,389579,245.15353393554688
Heading,389583,245.62368774414062
Heading,389589,246.39483642578125
Heading,389593,247.47340393066406
Heading,389599,248.9143524169922
Heading,389603,250.43887329101562
Heading,389609,252.07000732421875
Heading,389613,253.73565673828125
Heading,389619,255.38526916503906
Heading,389624,257.0748596191406
Heading,389629,258.8302001953125
Heading,389634,260.7342834472656
Heading,389639,262.81402587890625
Heading,389643,265.08453369140625
Heading,389649,267.5152282714844
Heading,389653,270.1601257324219
Heading,389659,273.01239013671875
Heading,389663,276.1349792480469
Heading,389669,279.60882568359375
Heading,389674,283.447265625
Heading,389679,287.6724853515625
Heading,389683,292.23712158203125
Heading,389689,297.0593566894531
Heading,389693,302.0411376953125
Heading,389699,307.10272216796875
Heading,389703,312.1470031738281
Heading,389709,316.96014404296875
Heading,389713,321.4530029296875
Heading,389719,325.638916015625
Heading,389724,329.4433288574219
Heading,389729,333.03240966796875
Heading,389734,336.2916259765625
Heading,389739,339.2290344238281
Heading,389743,341.8968811035156
Heading,389749,344.2237243652344
Heading,389753,346.4153747558594
Heading,389759,348.3591613769531
Heading,389763,350.0743713378906
Heading,389769,351.57684326171875
Heading,389774,352.83642578125
Heading,389779,353.9774169921875
Heading,389783,354.96429443359375
Heading,389788,355.8121337890625
Heading,389793,356.5457458496094
Heading,389799,357.0545349121094
Heading,389803,357.61456298828125
Heading,389809,358.1092529296875
Heading,389813,358.55474853515625
Heading,389819,358.9563903808594
Heading,389824,359.3193054199219
Heading,389829,359.6625061035156
Heading,389833,359.99066162109375
Heading,389839,0.311859130859375
Heading,389843,0.626434326171875
Heading,389849,0.949066162109375
Heading,389853,1.25518798828125
Heading,389858,1.564544677734375
Heading,389865,1.8810272216796875
Heading,389868,2.2013092041015625
Heading,389873,2.507537841796875
Heading,389878,2.8270263671875
Heading,389883,3.1501617431640625
Heading,389888,3.47467041015625
Heading,389893,3.7963714599609375
Heading,389899,4.1333160400390625
Heading,389903,4.4474945068359375
Heading,389911,4.757965087890625
Heading,389913,5.0641937255859375
Heading,389918,5.369110107421875
Heading,389924,5.34246826171875
Heading,389928,5.6321868896484375
Heading,389933,5.9146270751953125
Heading,389938,6.18768310546875
Heading,389943,6.4471435546875
Heading,389949,6.293853759765625
Heading,389953,6.5092010498046875
Heading,389959,6.68603515625
Heading,389963,6.8300628662109375
Heading,389968,6.952667236328125
Heading,389974,6.6674957275390625
Heading,389978,6.7812652587890625
Heading,389983,6.90484619140625
Heading,389988,7.0372314453125
Heading,389993,7.172698974609375
Heading,389999,7.0367279052734375
Heading,390003,7.1575927734375
Heading,390009,7.266265869140625
Heading,390013,7.3631134033203125
Heading,390018,7.4499359130859375
Heading,390023,7.027191162109375
Heading,390028,7.0887451171875
Heading,390035,7.140838623046875
Heading,390038,7.1885986328125
Heading,390043,7.0643157958984375
Heading,390048,7.1135711669921875
Heading,390053,7.1661834716796875
Heading,390061,7.2236480712890625
Heading,390063,7.293365478515625
Heading,390069,6.8509368896484375
Heading,390073,6.9699859619140625
Heading,390078,7.116241455078125
Heading,390085,7.2852325439453125
Heading,390088,7.4726715087890625
Heading,390093,7.165374755859375
Heading,390098,7.3892669677734375
Heading,390103,7.6333770751953125
Heading,390108,7.8978118896484375
Heading,390113,8.180770874023438
Heading,390119,8.145034790039062
Heading,390123,8.436447143554688
Heading,390129,8.715194702148438
Heading,390133,8.977340698242188
Heading,390138,9.221649169921875
Heading,390143,9.023574829101562
Heading,390148,9.217559814453125
Heading,390153,9.36981201171875
Heading,390158,9.489959716796875
Heading,390163,9.589309692382812
Heading,390168,9.553787231445312
Heading,390173,9.61444091796875
Heading,390180,9.656646728515625
Heading,390183,9.68133544921875
Heading,390188,9.299850463867188
Heading,390193,9.29229736328125
Heading,390198,9.26959228515625
Heading,390205,9.23455810546875
Heading,390208,9.194854736328125
Heading,390213,8.54693603515625
Heading,390218,8.528457641601562
Heading,390223,8.531906127929688
Heading,390230,8.558303833007812
Heading,390233,8.6065673828125
Heading,390238,8.366729736328125
Heading,390243,8.406478881835938
Heading,390248,8.42327880859375
Heading,390255,8.402725219726562
Heading,390258,8.341720581054688
Heading,390263,7.969024658203125
Heading,390268,7.845550537109375
Heading,390273,7.6954193115234375
Heading,390280,7.51947021484375
Heading,390283,7.3160858154296875
Heading,390288,6.9109954833984375
Heading,390293,6.6582794189453125
Heading,390298,6.4142913818359375
Heading,390305,6.2270355224609375
Heading,390308,6.105072021484375
Heading,390313,5.671722412109375
Heading,390318,5.628814697265625
Heading,390323,5.6214447021484375
Heading,390330,5.638946533203125
Heading,390333,5.66302490234375
Heading,390338,5.182220458984375
Heading,390343,5.204803466796875
Heading,390348,5.23248291015625
Heading,390355,5.278717041015625
Heading,390358,5.358428955078125
Heading,390363,5.1536712646484375
Heading,390368,5.290435791015625
Heading,390373,5.44281005859375
Heading,390378,5.6001129150390625
Heading,390383,5.7470550537109375
Heading,390389,5.57171630859375
Heading,390393,5.696197509765625
Heading,390398,5.808868408203125
Heading,390403,5.905303955078125
Heading,390408,5.987457275390625
Heading,390413,6.0323944091796875
Heading,390418,6.076812744140625
Heading,390423,6.104217529296875
Heading,390428,6.1217498779296875
Heading,390433,6.1369781494140625
Heading,390438,6.136932373046875
Heading,390442,6.163787841796875
Heading,390450,6.209381103515625
Heading,390453,6.2859039306640625
Heading,390458,6.343475341796875
Heading,390463,6.4878997802734375
Heading,390468,6.6654052734375
Heading,390475,6.8672332763671875
Heading,390478,7.08135986328125
Heading,390482,7.2952423095703125
Heading,390488,7.4950714111328125
Heading,390493,7.6805877685546875
Heading,390498,7.835052490234375
Heading,390502,7.947174072265625
Heading,390508,8.009231567382812
Heading,390513,8.037185668945312
Heading,390518,8.004425048828125
Heading,390522,7.9339599609375
Heading,390530,7.8357086181640625
Heading,390532,7.7187347412109375
Heading,390538,7.588409423828125
Heading,390542,7.45147705078125
Heading,390548,7.317169189453125
Heading,390555,7.1977691650390625
Heading,390558,7.1053619384765625
Heading,390562,7.0460662841796875
Heading,390568,7.071685791015625
Heading,390572,7.0642547607421875
Heading,390578,7.0636138916015625
Heading,390582,7.0606231689453125
Heading,390588,7.0526275634765625
Heading,390593,7.0402069091796875
Heading,390598,7.0126800537109375
Heading,390603,6.96685791015625
Heading,390608,6.9045562744140625
Heading,390612,6.825958251953125
Heading,390618,6.7748260498046875
Heading,390622,6.66522216796875
Heading,390628,6.52801513671875
Heading,390632,6.35791015625
Heading,390638,6.158355712890625
Heading,390643,6.0287322998046875
Heading,390648,5.7940521240234375
Heading,390653,5.5541229248046875
Heading,390658,5.31500244140625
Heading,390662,5.0765228271484375
Heading,390668,4.8182220458984375
Heading,390672,4.550506591796875
Heading,390678,4.2612152099609375
Heading,390682,3.9584197998046875
Heading,390688,3.6533050537109375
Heading,390693,3.291961669921875
Heading,390698,3.0182037353515625
Heading,390703,2.7711334228515625
Heading,390708,2.5487823486328125
Heading,390712,2.3471832275390625
Heading,390718,2.1429901123046875
Heading,390722,1.9656829833984375
Heading,390730,1.797332763671875
Heading,390732,1.6389923095703125
Heading,390738,1.5503387451171875
Heading,390742,1.39984130859375
Heading,390748,1.241180419921875
Heading,390755,1.0699920654296875
Heading,390758,0.878448486328125
Heading,390763,0.6936798095703125
Heading,390768,0.45904541015625
Heading,390772,0.2238922119140625
Heading,390780,0.0040435791015625
Heading,390782,359.8025817871094
Heading,390788,359.5863037109375
Heading,390792,359.42547607421875
Heading,390798,359.2908935546875
Heading,390802,359.18109130859375
Heading,390808,359.09234619140625
Heading,390813,359.08575439453125
Heading,390818,359.01922607421875
Heading,390823,358.9492492675781
Heading,390828,358.87518310546875
Heading,390832,358.79559326171875
Heading,390838,358.7918395996094
Heading,390842,358.69097900390625
Heading,390848,358.57891845703125
Heading,390852,358.45550537109375
Heading,390858,358.3265686035156
Heading,390863,358.49188232421875
Heading,390868,358.3835144042969
Heading,390872,358.27801513671875
Heading,390878,358.1652526855469
Heading,390882,358.0397644042969
Heading,390888,358.7483215332031
Heading,390892,358.60302734375
Heading,390898,358.44873046875
Heading,390902,358.2864074707031
Heading,390908,358.1158752441406
Heading,390913,358.2917785644531
Heading,390918,358.0959167480469
Heading,390922,357.88287353515625
Heading,390927,357.6671447753906
Heading,390932,357.4505920410156
Heading,390938,357.153076171875
Heading,390942,356.8760681152344
Heading,390947,356.5518493652344
Heading,390954,356.16558837890625
Heading,390957,355.76177978515625
Heading,390962,355.5295104980469
Heading,390967,354.9390563964844
Heading,390972,354.1246643066406
Heading,390980,353.0244445800781
Heading,390982,351.5606689453125
Heading,390987,349.68798828125
Heading,390993,347.4151916503906
Heading,390998,344.3223571777344
Heading,391002,340.2032775878906
Heading,391007,334.5762023925781
Heading,391012,326.6953125
Heading,391017,315.28485107421875
Heading,391022,298.8741149902344
Heading,391030,277.85400390625
Heading,391032,257.0088806152344
Heading,391037,240.73348999023438
Heading,391043,229.81919860839844
Heading,391047,221.99844360351562
Heading,391052,216.57034301757812
Heading,391057,212.7074737548828
Heading,391062,209.89476013183594
Heading,391068,208.1833953857422
Heading,391072,206.62538146972656
Heading,391078,205.43565368652344
Heading,391082,204.42239379882812
Heading,391087,203.5038299560547
Heading,391093,203.0852508544922
Heading,391097,202.29319763183594
Heading,391102,201.57797241210938
Heading,391107,200.96022033691406
Heading,391112,200.43704223632812
Heading,391118,200.5775146484375
Heading,391122,200.17686462402344
Heading,391128,199.84152221679688
Heading,391132,199.56683349609375
Heading,391137,199.34310913085938
Heading,391143,199.3514404296875
Heading,391147,199.18292236328125
Heading,391152,199.02354431152344
Heading,391157,198.878173828125
Heading,391162,198.7622833251953
Heading,391168,199.06689453125
Heading,391172,198.98675537109375
Heading,391178,198.91844177246094
Heading,391182,198.86753845214844
Heading,391187,198.83279418945312
Heading,391192,199.0999755859375
Heading,391197,199.0645294189453
Heading,391202,199.03457641601562
Heading,391207,198.9980926513672
Heading,391212,198.94398498535156
Heading,391218,199.05673217773438
Heading,391222,198.96954345703125
Heading,391228,198.86924743652344
Heading,391232,198.75973510742188
Heading,391237,198.63905334472656
Heading,391242,198.53111267089844
Heading,391247,198.3835906982422
Heading,391252,198.2322998046875
Heading,391257,198.0787811279297
Heading,391262,197.9305419921875
Heading,391268,197.8732452392578
Heading,391272,197.759033203125
Heading,391277,197.66307067871094
Heading,391282,197.57537841796875
Heading,391287,197.501220703125
Heading,391292,197.88670349121094
Heading,391297,197.8755645751953
Heading,391302,197.89382934570312
Heading,391307,197.9330291748047
Heading,391312,197.98394775390625
Heading,391318,198.06246948242188
Heading,391322,198.13365173339844
Heading,391327,198.218017578125
Heading,391332,198.31637573242188
Heading,391337,198.4295196533203
Heading,391342,198.54501342773438
Heading,391347,198.66685485839844
Heading,391352,198.79054260253906
Heading,391357,198.9126434326172
Heading,391362,199.0330352783203
Heading,391368,199.14157104492188
Heading,391372,199.2725830078125
Heading,391377,199.4160919189453
Heading,391382,199.57713317871094
Heading,391387,199.76058959960938
Heading,391392,200.12599182128906
Heading,391397,200.3574981689453
Heading,391402,200.62281799316406
Heading,391407,200.93328857421875
Heading,391412,201.296875
Heading,391418,202.01878356933594
Heading,391422,202.4890899658203
Heading,391427,203.02005004882812
Heading,391432,203.6152801513672
Heading,391437,204.27198791503906
Heading,391442,205.1803436279297
Heading,391447,205.9439239501953
Heading,391452,206.73997497558594
Heading,391457,207.5514678955078
Heading,391462,208.3720245361328
Heading,391468,209.5008087158203
Heading,391472,210.42018127441406
Heading,391477,211.45530700683594
Heading,391482,212.6704864501953
Heading,391487,214.1204376220703
Heading,391492,215.9904327392578
Heading,391497,218.0313720703125
Heading,391502,220.4127197265625
Heading,391507,223.13548278808594
Heading,391512,226.20751953125
Heading,391518,229.8719482421875
Heading,391522,233.6471710205078
Heading,391527,237.81663513183594
Heading,391532,242.43914794921875
Heading,391537,247.4971160888672
Heading,391542,253.1734161376953
Heading,391547,259.06292724609375
Heading,391554,265.3980712890625
Heading,391557,272.189453125
Heading,391562,279.3944091796875
Heading,391567,286.8822326660156
Heading,391572,294.31671142578125
Heading,391579,301.3960266113281
Heading,391581,307.93585205078125
Heading,391587,313.9385070800781
Heading,391592,319.10174560546875
Heading,391597,323.59716796875
Heading,391604,327.497802734375
Heading,391607,330.8810729980469
Heading,391612,333.79193115234375
Heading,391617,336.560302734375
Heading,391622,339.2071838378906
Heading,391629,341.7591247558594
Heading,391631,344.1854553222656
Heading,391637,346.4094543457031
Heading,391642,348.48675537109375
Heading,391647,350.36712646484375
Heading,391652,352.0263671875
Heading,391657,353.4491271972656
Heading,391662,354.6379699707031
Heading,391667,355.6256103515625
Heading,391671,356.42138671875
Heading,391677,357.0495910644531
Heading,391681,357.54443359375
Heading,391687,357.6630859375
Heading,391691,357.9956970214844
Heading,391697,358.2805480957031
Heading,391701,358.54132080078125
Heading,391707,358.8197021484375
Heading,391712,359.1247253417969
Heading,391717,359.4666442871094
Heading,391724,359.8279113769531
Heading,391727,0.2125244140625
Heading,391731,0.658782958984375
Heading,391737,0.8837738037109375
Heading,391741,1.4611968994140625
Heading,391747,2.0775299072265625
Heading,391751,2.715362548828125
Heading,391757,3.3589630126953125
Heading,391762,3.895294189453125
Heading,391767,4.5174713134765625
Heading,391771,5.117584228515625
Heading,391779,5.689453125
Heading,391781,6.2190704345703125
Heading,391787,6.5287933349609375
Heading,391791,6.9428863525390625
Heading,391797,7.299896240234375
Heading,391804,7.60498046875
Heading,391807,7.861358642578125
Heading,391812,7.788848876953125
Heading,391817,7.9674072265625
Heading,391821,8.134048461914062
Heading,391829,8.311981201171875
Heading,391831,8.527511596679688
Heading,391837,8.623367309570312
Heading,391841,8.966995239257812
Heading,391847,9.371383666992188
Heading,391851,9.827438354492188
Heading,391857,10.323928833007812
Heading,391862,10.7918701171875
Heading,391867,11.335617065429688
Heading,391872,11.881759643554688
Heading,391877,12.411407470703125
Heading,391881,12.908981323242188
Heading,391887,13.1907958984375
Heading,391891,13.57049560546875
Heading,391897,13.868316650390625
Heading,391901,14.076141357421875
Heading,391907,14.2105712890625
Heading,391911,14.059600830078125
Heading,391917,14.111587524414062
Heading,391923,14.127059936523438
Heading,391927,14.110031127929688
Heading,391932,13.866317749023438
Heading,391937,13.832550048828125
Heading,391941,13.817855834960938
Heading,391949,13.83349609375
Heading,391951,13.880340576171875
Heading,391957,13.591842651367188
Heading,391961,13.685714721679688
Heading,391967,13.791366577148438
Heading,391973,13.893829345703125
Heading,391977,13.966690063476562
Heading,391981,13.431304931640625
Heading,391987,13.403366088867188
Heading,391991,13.306259155273438
Heading,391999,13.1243896484375
Heading,392001,12.905227661132812
Heading,392007,12.170150756835938
Heading,392011,11.994842529296875
Heading,392017,11.798446655273438
Heading,392023,11.603408813476562
Heading,392026,11.44525146484375
Heading,392031,10.836654663085938
Heading,392037,10.815338134765625
Heading,392041,10.875274658203125
Heading,392049,11.0037841796875
Heading,392051,11.171432495117188
Heading,392056,11.361984252929688
Heading,392062,11.157867431640625
Heading,392066,11.355758666992188
Heading,392071,11.522003173828125
Heading,392076,11.628097534179688
Heading,392081,11.6591796875
Heading,392087,11.412689208984375
Heading,392091,11.2501220703125
Heading,392097,11.00274658203125
Heading,392101,10.678115844726562
Heading,392106,10.290313720703125
Heading,392112,9.834564208984375
Heading,392116,9.40350341796875
Heading,392121,8.995162963867188
Heading,392126,8.64105224609375
Heading,392131,8.364517211914062
Heading,392137,7.680145263671875
Heading,392141,7.586944580078125
Heading,392146,7.5926513671875
Heading,392153,7.691192626953125
Heading,392156,7.861328125
Heading,392161,7.641357421875
Heading,392166,7.873016357421875
Heading,392171,8.142898559570312
Heading,392179,8.418853759765625
Heading,392181,8.643753051757812
Heading,392187,8.715774536132812
Heading,392191,8.842056274414062
Heading,392196,8.938018798828125
Heading,392203,9.0103759765625
Heading,392206,9.07269287109375
Heading,392211,8.897918701171875
Heading,392216,8.942184448242188
Heading,392221,8.937301635742188
Heading,392226,8.872848510742188
Heading,392231,8.751998901367188
Heading,392237,8.379043579101562
Heading,392241,8.150726318359375
Heading,392247,7.8754425048828125
Heading,392251,7.547637939453125
Heading,392256,7.1731414794921875
Heading,392261,6.5218658447265625
Heading,392266,6.119720458984375
Heading,392271,5.743011474609375
Heading,392276,5.404937744140625
Heading,392281,5.1091461181640625
Heading,392287,4.5303192138671875
Heading,392291,4.313232421875
Heading,392297,4.1504669189453125
Heading,392301,4.043182373046875
Heading,392306,3.99456787109375
Heading,392311,3.82513427734375
Heading,392316,3.903228759765625
Heading,392323,4.010528564453125
Heading,392326,4.1179046630859375
Heading,392331,4.2340850830078125
Heading,392336,4.26031494140625
Heading,392341,4.23040771484375
