Attribute,Time stamp,w,x,y,z 
Quaternion,321630,0.9302282929420471,-0.07380041480064392,-0.08376128226518631,-0.34958958625793457
Quaternion,321635,0.9289515018463135,-0.07355485111474991,-0.08527863770723343,-0.35265618562698364
Quaternion,321641,0.9276570081710815,-0.07324287295341492,-0.08688367158174515,-0.3557235300540924
Quaternion,321644,0.9263599514961243,-0.0728072077035904,-0.0885002464056015,-0.358781099319458
Quaternion,321650,0.925081193447113,-0.07215297222137451,-0.08999866992235184,-0.36182719469070435
Quaternion,321654,0.9238348007202148,-0.07122685015201569,-0.09138889610767365,-0.3648342192173004
Quaternion,321660,0.9226236939430237,-0.07005658000707626,-0.09273320436477661,-0.3677746653556824
Quaternion,321666,0.9214456081390381,-0.0686890184879303,-0.09405098855495453,-0.3706400692462921
Quaternion,321670,0.9202996492385864,-0.06720440089702606,-0.09534902125597,-0.3734174072742462
Quaternion,321675,0.919189453125,-0.06564251333475113,-0.09657035768032074,-0.3761063516139984
Quaternion,321680,0.9181182980537415,-0.06399430334568024,-0.0976562425494194,-0.3787172734737396
Quaternion,321685,0.9170856475830078,-0.06228186935186386,-0.09860517084598541,-0.38125041127204895
Quaternion,321691,0.9160813689231873,-0.06050298362970352,-0.09945753216743469,-0.3837219476699829
Quaternion,321695,0.9150978922843933,-0.05868120491504669,-0.10017935186624527,-0.3861560821533203
Quaternion,321700,0.9141173362731934,-0.056851617991924286,-0.10074617713689804,-0.38859686255455017
Quaternion,321705,0.9131158590316772,-0.05504065006971359,-0.10114775598049164,-0.39109987020492554
Quaternion,321710,0.9120666980743408,-0.05332021787762642,-0.10142555087804794,-0.39370572566986084
Quaternion,321716,0.9109320640563965,-0.051772091537714005,-0.1016809493303299,-0.3964636027812958
Quaternion,321720,0.9096776843070984,-0.05049737170338631,-0.10207995772361755,-0.3993948698043823
Quaternion,321724,0.9082851409912109,-0.04951848089694977,-0.10264792293310165,-0.4025290012359619
Quaternion,321730,0.9067623615264893,-0.048623595386743546,-0.10332084447145462,-0.40588507056236267
Quaternion,321734,0.9051212072372437,-0.04819878935813904,-0.1042366772890091,-0.40934962034225464
Quaternion,321740,0.9033709764480591,-0.04786468297243118,-0.10532809793949127,-0.41295990347862244
Quaternion,321744,0.9015670418739319,-0.047328438609838486,-0.10630348324775696,-0.41669708490371704
Quaternion,321750,0.8997380137443542,-0.046712860465049744,-0.10718926787376404,-0.42047587037086487
Quaternion,321755,0.8979077935218811,-0.046086642891168594,-0.10802999138832092,-0.42422550916671753
Quaternion,321760,0.8960979580879211,-0.045512910932302475,-0.10882899910211563,-0.4278939962387085
Quaternion,321764,0.8943484425544739,-0.04477613419294357,-0.10949068516492844,-0.43144845962524414
Quaternion,321771,0.8926981091499329,-0.043618034571409225,-0.10979434102773666,-0.4348938465118408
Quaternion,321774,0.8910940885543823,-0.042249251157045364,-0.10970036685466766,-0.4383288025856018
Quaternion,321780,0.8894529342651367,-0.04095929488539696,-0.10965417325496674,-0.4417824447154999
Quaternion,321784,0.8877495527267456,-0.039842598140239716,-0.11002610623836517,-0.44520509243011475
Quaternion,321790,0.8860383033752441,-0.03870662301778793,-0.11068237572908401,-0.4485391080379486
Quaternion,321796,0.8844084739685059,-0.03716631233692169,-0.11107642948627472,-0.45177680253982544
Quaternion,321800,0.8828863501548767,-0.035045843571424484,-0.11091970652341843,-0.45495089888572693
Quaternion,321805,0.8814387321472168,-0.03243902698159218,-0.11041488498449326,-0.458063542842865
Quaternion,321810,0.8799713850021362,-0.029290199279785156,-0.10980910807847977,-0.4612312912940979
Quaternion,321814,0.878410816192627,-0.02605464868247509,-0.10958019644021988,-0.4644435942173004
